hour_of_day,day_of_week,hours_from_typical_login_time,is_thailand,is_new_country,country_change_count_30d,is_new_device,is_new_user_agent_family,log_minutes_since_last_login,login_count_24h,failed_logins_24h,passkey_count,passkey_age_days,new_passkey_recently_added,passkey_last_used_days,concurrent_session_count,active_subsystem_count,weekday_usage_score,scope_sensitivity_score,ever_changed_permission,permission_change_age,confirmed_incident_count,impossible_travel_score,label
9,4,0,1,0,0,0,0,6.58738799197635,4,0,0,0,0,0,2,2,0.694,0.0,0,365.0,0,0.05,0
16,2,1,1,0,0,0,0,4.688820697878262,3,0,0,0,0,0,1,1,0.454,0.965,1,50.5,0,0.002,0
6,1,0,1,0,0,0,0,5.48264664923584,2,0,0,0,0,0,0,1,0.591,0.318,1,247.3,0,0.01,0
15,2,0,1,0,0,0,0,2.8482225448513327,4,0,1,359.0541979893842,0,1.9957489628427127,0,2,0.299,0.0,1,110.3,0,0.005,0
23,4,0,1,0,0,0,0,6.957767837674683,5,0,1,278.4564141557939,0,13.874648860812444,3,1,0.226,0.564,1,61.8,0,0.049,0
15,0,0,1,0,0,0,0,6.959126912703699,6,0,0,0,0,0,1,1,0.325,0.507,0,365.0,0,0.046,0
20,0,1,1,0,0,0,0,4.20335474020211,4,0,0,0,0,0,0,0,0.235,0.355,0,365.0,0,0.046,0
12,3,0,1,0,0,0,0,5.48394535005595,3,0,1,75.52116169666873,0,4.368076317964673,2,0,0.425,0.0,1,234.1,0,0.042,0
16,3,0,1,0,0,0,0,6.188167466602653,2,0,1,239.52133290946713,0,7.265909394220386,1,2,0.655,0.269,1,54.8,0,0.042,0
8,3,1,1,0,0,0,0,4.9295298845805675,3,0,2,226.04517542731813,0,1.654922829818408,0,1,0.446,0.0,1,201.6,0,0.03,0
11,3,0,1,0,0,0,0,2.9646733220363197,2,0,0,0,0,0,0,1,0.618,0.18,1,218.3,0,0.021,0
15,4,2,1,0,0,0,0,0.6704007568728994,3,0,1,74.13691751159935,0,2.117538227727281,0,1,0.428,0.0,1,236.3,0,0.003,0
14,1,0,1,0,0,0,0,0.4875007851322053,1,0,2,93.89138868442622,0,6.910113744740435,0,0,0.72,0.517,0,365.0,0,0.042,0
8,6,2,1,0,0,0,0,1.4928354158849002,2,0,1,364.0813154116895,0,9.069894849311147,1,0,0.277,0.0,1,268.0,0,0.031,0
8,4,3,1,0,0,0,0,2.7381716521754207,4,0,0,0,0,0,1,0,0.316,0.856,1,348.9,0,0.006,0
15,0,0,1,0,0,0,0,5.933245416726689,1,0,1,109.25171923840365,0,1.4009178540759728,3,0,0.586,0.257,1,194.0,0,0.009,0
14,0,1,1,0,0,0,0,6.691067693120809,3,0,2,39.5233565248606,0,4.854081893942825,1,0,0.131,0.0,1,29.2,0,0.028,0
7,2,1,1,0,0,0,0,6.045659140074917,3,0,1,117.07355292129066,0,12.185178687944529,3,1,0.013,0.669,1,65.7,0,0.005,0
3,4,0,1,0,0,0,0,4.906621970608755,2,0,0,0,0,0,0,0,0.86,0.468,1,342.9,0,0.028,0
21,1,0,1,0,0,0,0,5.487096508909845,6,0,1,125.01046301888734,0,3.422347763447378,1,1,0.053,0.92,1,65.0,0,0.039,0
13,3,0,1,0,0,1,0,3.238533213028,6,0,1,315.72079271751363,0,12.906543247077556,0,1,0.393,0.0,0,365.0,0,0.044,0
18,1,1,1,0,0,0,0,-0.12290978906110883,3,1,2,92.54972170955372,0,5.099769917725128,0,0,0.39,0.859,1,51.2,0,0.048,0
16,3,1,1,0,0,0,0,2.348857119364629,2,0,1,361.01553901864753,0,0.17044961557033766,2,0,0.626,0.0,1,10.0,0,0.007,0
10,0,2,1,0,0,0,0,0.7880835410495362,2,0,1,129.3743758362092,0,4.555153852670051,0,1,0.658,0.0,1,73.1,0,0.029,0
10,2,0,1,0,0,0,0,2.925454426292025,1,0,0,0,0,0,2,0,0.715,0.633,0,365.0,0,0.036,0
11,1,0,1,0,0,0,0,0.24456259782244683,3,0,0,0,0,0,3,0,0.475,0.28,1,79.0,0,0.033,0
14,4,2,1,0,0,0,0,2.6908941189128006,1,0,0,0,0,0,0,0,0.157,0.239,1,88.6,0,0.043,0
11,6,1,1,0,0,0,0,0.5542430501109319,3,0,0,0,0,0,0,1,0.415,0.0,1,348.4,0,0.01,0
6,4,0,1,0,0,0,0,6.1201896358743895,3,0,1,376.21508199210285,0,4.687986650773619,0,0,0.855,0.502,0,365.0,0,0.015,0
9,3,0,1,0,0,0,0,0.2582169428644976,6,0,0,0,0,0,0,0,0.748,0.486,1,241.9,0,0.04,0
10,0,1,1,0,0,0,0,1.94458326825709,2,0,0,0,0,0,1,1,0.527,0.954,1,241.3,0,0.01,0
17,0,0,1,0,0,1,1,2.387363047590246,2,0,0,0,0,0,0,1,0.756,0.0,1,29.6,0,0.016,0
14,0,1,1,0,0,0,0,5.439966150894939,4,0,0,0,0,0,3,0,0.792,0.598,1,333.3,1,0.043,0
19,0,0,1,0,0,0,0,0.4819869833234174,1,1,0,0,0,0,0,1,0.519,0.219,1,250.5,0,0.001,0
13,1,2,1,0,0,0,0,6.3478111815212195,2,1,0,0,0,0,0,1,0.506,0.734,0,365.0,0,0.021,0
14,3,0,1,0,0,0,0,5.334577822005779,2,0,0,0,0,0,2,0,0.899,0.637,1,98.0,0,0.014,0
9,3,0,1,0,0,0,0,4.94372299917594,5,0,2,340.2732964558117,0,5.166900501570414,2,0,0.843,0.39,1,327.2,0,0.023,0
8,0,3,1,0,0,0,0,0.2744862013762326,1,0,0,0,0,0,2,2,0.065,0.0,1,87.4,0,0.008,0
12,1,0,1,0,0,0,0,0.940383083751863,3,0,0,0,0,0,1,1,0.007,0.325,1,58.8,0,0.033,0
8,5,0,1,0,0,0,0,2.3622620749914924,4,2,0,0,0,0,0,1,0.812,0.291,1,231.9,0,0.021,0
15,1,1,1,0,0,0,0,0.10810653895754196,2,0,0,0,0,0,0,2,0.573,0.0,0,365.0,0,0.041,0
17,4,0,1,0,1,0,0,6.928016869621932,4,0,3,256.4794147287849,0,6.014029816946656,0,0,0.344,0.331,0,365.0,0,0.032,0
11,0,1,1,0,0,0,0,0.8828643026212246,6,0,1,171.60119618545295,0,3.8226481459433934,1,1,0.836,0.0,0,365.0,0,0.017,0
20,4,1,1,0,0,0,0,-0.9109300390054038,2,0,2,187.8510883846025,0,2.484658504738273,0,0,0.712,0.988,1,210.0,0,0.049,0
13,4,0,1,0,0,0,0,3.298471641040085,5,0,3,307.86492621938226,0,13.991892783636999,0,1,0.381,0.0,1,262.2,0,0.023,0
9,3,0,1,0,0,0,0,6.585048912943554,2,0,0,0,0,0,1,0,0.226,0.0,1,203.3,0,0.024,0
10,1,1,1,0,0,0,0,2.635904860318025,3,0,2,231.66799236668683,0,6.5634907856921245,0,0,0.837,0.0,1,51.8,0,0.011,0
12,1,0,1,0,0,0,0,2.8109025856746106,3,0,0,0,0,0,1,0,0.073,0.805,0,365.0,0,0.002,0
19,4,0,1,0,0,0,0,-0.5785551741304271,3,0,1,216.61312580313947,0,2.633699480308344,3,0,0.723,0.0,1,112.5,0,0.004,0
14,4,3,1,0,0,0,0,5.449315433435517,5,0,1,144.83798866322365,0,3.6312486957064367,0,0,0.076,0.0,1,139.8,0,0.015,0
8,1,0,1,0,0,0,0,3.012642659269811,5,0,0,0,0,0,0,1,0.648,0.0,1,194.2,0,0.003,0
19,0,0,1,0,0,0,0,3.031743011782522,1,0,0,0,0,0,0,0,0.611,0.181,1,40.6,0,0.017,0
9,3,0,1,0,0,0,0,6.004211757288598,5,0,1,258.394356655513,0,5.221836693399657,1,1,0.587,0.313,1,86.1,0,0.022,0
8,0,1,1,0,0,0,0,5.035805663688555,3,0,0,0,0,0,2,1,0.851,0.0,0,365.0,0,0.04,0
19,2,3,1,0,0,0,0,-0.4860387882603314,6,1,0,0,0,0,2,1,0.6,0.613,0,365.0,0,0.036,0
14,4,0,1,0,0,0,0,0.27746310589793577,5,0,0,0,0,0,0,0,0.275,0.975,0,365.0,0,0.027,0
2,3,9.983150309043076,1,0,0,1,1,4.768605541355212,2,0,0,0,0,0,1,0,0.835,0.606,1,21.7,1,0.117,1
13,2,0,1,0,0,0,0,4.282404484489287,1,0,1,230.72516709051845,0,1.963380068387975,2,1,0.404,0.0,1,34.9,0,0.041,0
11,3,0,1,0,0,0,0,4.54020612408967,6,0,1,279.1905335936663,0,2.5858825568561,1,1,0.849,0.0,1,274.2,0,0.045,0
4,4,0,1,0,0,0,0,-0.3846965848184043,5,0,0,0,0,0,0,1,0.211,0.0,1,41.9,0,0.004,0
14,0,0,1,0,0,0,0,3.0982386818026315,3,0,0,0,0,0,0,0,0.537,0.21,1,29.7,0,0.026,0
21,5,0,1,0,0,0,0,4.365115508497366,2,0,2,110.64673238580305,0,2.8628780755150034,1,0,0.835,0.954,1,139.0,0,0.043,0
11,1,1,1,0,0,0,0,4.895157822851712,4,0,0,0,0,0,0,1,0.793,0.289,1,8.2,0,0.041,0
12,1,0,1,0,0,0,0,3.801047961015124,4,0,0,0,0,0,3,0,0.545,0.499,0,365.0,0,0.019,0
13,2,1,1,0,0,1,0,1.9955722952891515,2,0,0,0,0,0,0,1,0.239,0.578,0,365.0,0,0.002,0
13,1,1,1,0,0,0,0,3.014237362467278,2,0,0,0,0,0,0,1,0.514,0.0,1,281.4,0,0.043,0
13,2,1,1,0,0,0,0,0.5716118113005875,3,0,1,85.4677572193406,0,12.814674487043924,0,1,0.33,0.318,1,12.7,0,0.047,0
11,1,0,1,0,0,0,0,6.664457502392671,2,0,0,0,0,0,1,2,0.03,0.144,0,365.0,0,0.018,0
20,1,0,1,0,0,0,0,1.1681376725418593,5,1,0,0,0,0,2,0,0.423,0.994,0,365.0,0,0.041,0
14,2,8.412727613695253,0,1,2,1,0,0.7998859545564994,1,5,1,0.06194784840001109,1,0.14975301144861292,5,4,0.401,0.536,1,3.94,0,0.631,1
7,3,0,1,0,0,0,0,2.600971891046827,3,0,1,228.514743646152,0,12.338610404014789,1,0,0.87,0.0,1,83.1,0,0.034,0
15,1,0,1,0,0,0,0,3.372969150282577,1,0,0,0,0,0,0,1,0.151,0.346,1,150.8,0,0.041,0
17,4,0,1,0,0,0,0,-0.2679703375929865,3,0,0,0,0,0,2,1,0.531,0.64,1,330.6,0,0.036,0
14,1,2,1,0,0,0,0,4.791316468209035,2,0,1,310.49583920305804,0,0.9846487326433031,1,2,0.022,0.0,1,302.8,0,0.037,0
10,3,0,1,0,0,0,0,5.552024317592297,2,0,1,60.444712482711665,0,0.4220220491657116,1,0,0.609,0.0,1,209.2,0,0.006,0
10,1,0,1,0,0,0,0,-0.5692393685106616,6,0,0,0,0,0,0,0,0.048,0.716,1,179.2,0,0.029,0
3,3,0,1,0,0,0,0,3.354870592726675,1,0,1,74.29678060037433,0,9.35727985148421,0,0,0.002,0.0,1,284.2,0,0.023,0
10,5,1,1,0,0,0,0,1.1256677909286728,3,0,2,130.3467634221629,0,1.6782855079720458,1,0,0.074,0.0,0,365.0,0,0.027,0
9,3,1,1,0,0,0,0,-0.8891263237331968,3,0,2,289.91783210282375,0,7.708080393326732,2,2,0.543,0.0,1,189.1,0,0.024,0
12,3,2,1,0,0,0,0,2.141628600156616,3,0,0,0,0,0,1,1,0.147,0.14,1,301.3,0,0.017,0
16,0,0,1,0,0,0,0,0.959185930734157,1,0,0,0,0,0,0,0,0.799,0.32,1,114.6,0,0.04,0
16,3,0,1,0,0,0,0,1.2940379358739182,2,2,1,272.46070127555413,0,11.979914457966915,1,0,0.047,0.778,1,95.6,0,0.017,0
8,1,1,1,0,0,0,0,6.477650171685478,4,0,2,221.0375481385338,0,8.101560606402064,0,1,0.04,0.0,1,87.4,0,0.002,0
13,3,1,1,0,0,0,0,-0.7895472410548443,2,0,1,248.47134484925328,0,6.118309041599522,2,0,0.112,0.148,0,365.0,0,0.048,0
9,6,1,1,0,0,0,0,6.14149220512444,2,0,1,48.62251074703502,0,13.92066135696139,0,1,0.523,0.882,1,177.4,0,0.006,0
15,0,2,1,0,0,0,0,5.495866539331554,6,0,0,0,0,0,1,1,0.185,0.508,1,350.5,0,0.036,0
18,1,0,1,0,0,0,0,0.8990967883895005,1,0,2,28.06594055676265,0,11.571286473004593,2,0,0.451,0.26,0,365.0,0,0.013,0
1,2,0,1,0,0,0,0,5.153422771076833,5,0,0,0,0,0,2,1,0.092,0.0,1,285.2,0,0.009,0
14,3,1,1,0,0,0,0,4.588803463505383,1,0,0,0,0,0,1,0,0.321,0.0,1,262.3,0,0.02,0
7,5,1,1,0,0,0,0,1.3095469971505906,1,0,0,0,0,0,1,1,0.582,0.322,1,190.7,0,0.043,0
8,1,0,1,0,0,0,0,0.6499363887466414,1,0,1,42.211690280290824,0,11.70283256848931,2,1,0.441,0.972,1,65.8,0,0.008,0
8,5,0,1,0,0,0,0,3.4212224070231967,5,0,0,0,0,0,0,0,0.669,0.304,1,124.1,0,0.038,0
10,6,1,1,0,0,1,1,4.088393526275366,1,0,0,0,0,0,0,1,0.008,0.0,0,365.0,0,0.013,0
13,4,0,1,0,0,0,0,5.357787397504936,3,0,1,368.41562364887625,0,9.306906982078628,0,1,0.826,0.0,1,236.5,0,0.002,0
18,0,0,1,0,0,0,0,4.393245019764404,2,0,1,159.5596217346563,0,7.133462274242667,0,1,0.404,0.38,0,365.0,0,0.018,0
15,0,0,1,0,0,0,0,0.7868834146164065,3,0,0,0,0,0,1,0,0.799,0.0,1,88.3,0,0.038,0
9,2,1,1,0,0,0,0,0.5588627588863968,4,0,0,0,0,0,0,0,0.015,0.21,0,365.0,0,0.006,0
11,3,0,1,0,0,0,0,6.06679379176831,1,0,1,270.37497647675445,0,11.265530781550858,2,0,0.121,0.0,1,107.5,0,0.029,0
11,3,0,1,0,0,0,0,3.4709120090089414,3,1,0,0,0,0,2,0,0.628,0.652,0,365.0,0,0.019,0
8,1,0,1,0,0,0,0,1.2486801503215839,3,0,1,107.66988344495397,0,13.796836231665118,1,0,0.866,0.927,0,365.0,0,0.006,0
16,1,0,1,0,0,0,0,5.24692454617429,6,0,0,0,0,0,2,0,0.549,0.212,0,365.0,0,0.041,0
12,5,2,1,0,0,0,0,4.5883525244390695,2,0,1,84.1523601386593,0,7.565960049980831,2,2,0.884,0.735,0,365.0,0,0.022,0
19,2,0,1,0,0,0,0,2.999949823900459,5,0,0,0,0,0,0,1,0.793,0.521,0,365.0,0,0.028,0
17,0,0,1,0,0,0,0,-0.30950082046680816,3,0,0,0,0,0,0,0,0.533,0.0,1,228.3,0,0.003,0
10,3,2,1,0,0,0,0,4.662618366560984,2,1,0,0,0,0,1,1,0.431,0.715,1,88.3,0,0.014,0
21,1,0,1,0,0,0,0,1.221879989306859,3,0,0,0,0,0,1,0,0.665,0.559,0,365.0,0,0.04,0
15,1,0,1,0,0,0,0,2.6493807994644776,1,0,0,0,0,0,0,0,0.357,0.0,1,209.7,0,0.012,0
7,4,1,1,0,0,0,0,2.846460510954489,4,0,0,0,0,0,2,1,0.327,0.56,1,160.4,0,0.007,0
13,3,0,1,0,0,0,0,2.3653190598010267,3,0,0,0,0,0,1,0,0.465,0.722,1,259.7,0,0.019,0
19,2,0,1,0,0,0,0,-0.8021730934882401,2,0,1,303.0902147620872,0,8.861762721960506,0,1,0.449,0.0,1,190.4,0,0.039,0
9,3,1,1,0,0,1,0,3.9352447414300666,5,0,0,0,0,0,2,0,0.68,0.79,1,250.9,0,0.043,0
14,0,1,1,0,0,0,0,1.3515670086562865,5,0,0,0,0,0,2,1,0.414,0.783,1,84.4,0,0.007,0
9,5,1,1,0,0,0,0,1.5595989248108664,2,0,0,0,0,0,2,0,0.446,0.997,0,365.0,0,0.029,0
13,0,3,1,0,0,0,0,5.197564867711366,2,0,0,0,0,0,0,1,0.456,0.0,1,324.9,0,0.021,0
19,3,1,1,0,0,0,0,6.2246174185522305,1,0,0,0,0,0,1,2,0.461,0.0,1,140.0,0,0.027,0
15,4,0,1,0,0,0,0,0.12875299177701827,1,0,0,0,0,0,0,0,0.44,0.113,1,119.2,0,0.022,0
10,5,0,1,0,0,0,0,5.377138052078706,3,0,0,0,0,0,0,2,0.05,0.0,1,129.6,0,0.014,0
10,0,1,1,0,0,0,0,6.3191665153589645,1,0,1,345.84219477811394,0,2.903588626968716,1,1,0.644,0.888,0,365.0,0,0.026,0
14,5,1,1,0,0,0,0,6.509581424339988,3,0,0,0,0,0,2,0,0.84,0.0,1,66.3,0,0.03,0
9,4,0,1,0,0,0,0,1.019455686550061,4,0,0,0,0,0,2,1,0.189,0.547,0,365.0,0,0.045,0
9,2,0,1,0,0,0,0,5.017881136922297,3,0,0,0,0,0,1,2,0.531,0.857,0,365.0,0,0.027,0
7,4,2,1,0,0,0,0,0.5957679987860001,2,0,1,281.21404456922875,0,3.8972508785434137,0,0,0.423,0.388,1,222.2,0,0.047,0
10,0,0,1,0,0,0,0,2.7693199089588374,3,0,3,46.35783643920794,0,7.188794259659622,1,0,0.818,0.243,1,193.9,0,0.042,0
7,2,0,1,0,0,0,0,1.0866389312940212,3,0,0,0,0,0,1,1,0.421,0.0,1,356.4,0,0.005,0
17,6,3,1,0,0,0,0,4.771336789202272,1,0,1,93.45577167539675,0,8.637594009630877,1,0,0.001,0.113,0,365.0,0,0.041,0
16,4,0,1,0,0,0,0,2.3402376259696167,4,0,1,65.94157776246607,0,2.2106239834965242,0,0,0.689,0.605,1,299.5,0,0.013,0
13,2,0,1,0,0,0,0,5.12347920408586,1,0,1,353.6882910290855,0,8.100739905377257,0,1,0.2,0.793,1,17.6,0,0.008,0
15,3,0,1,0,0,0,0,6.849282259427205,3,0,0,0,0,0,2,1,0.504,0.427,1,200.7,0,0.029,0
14,0,0,1,0,0,0,0,6.853630952619539,2,0,1,141.86158847109465,0,1.3890207895813889,3,1,0.603,0.0,1,297.0,0,0.04,0
17,2,2,1,0,0,0,0,4.649269688524621,1,0,2,252.81437488179333,0,1.9006661196872787,0,1,0.225,0.301,0,365.0,0,0.013,0
9,6,1,1,0,0,0,0,4.627797468283535,3,0,2,30.679818967990467,0,3.1158799163327373,0,0,0.544,0.388,1,37.5,0,0.035,0
10,5,0,1,0,0,0,0,0.3037060572019037,3,2,2,47.938896386970605,0,1.9358961362241842,1,1,0.401,0.744,0,365.0,0,0.045,0
16,5,1,1,0,0,0,0,0.14910174760234174,2,0,0,0,0,0,2,0,0.052,0.0,1,237.7,0,0.038,0
12,6,0,1,0,0,0,0,2.6663546510189153,3,0,2,131.56572052479228,0,9.574179829523061,1,0,0.292,0.87,0,365.0,0,0.024,0
11,0,1,1,0,0,0,0,6.282367262727975,1,0,0,0,0,0,0,0,0.452,0.533,0,365.0,0,0.023,0
6,6,1,1,0,0,0,0,0.55239176139969,1,0,0,0,0,0,0,0,0.037,0.716,1,150.8,0,0.016,0
3,2,9.145607321075683,1,0,0,0,0,2.3932606423196674,1,0,0,0,0,0,3,1,0.869,0.0,1,329.6,0,0.098,1
7,0,0,1,0,0,0,0,2.119224597567424,1,0,0,0,0,0,0,1,0.061,0.191,1,138.3,0,0.013,0
10,3,3,1,0,0,0,0,1.8340595020434733,3,1,0,0,0,0,0,2,0.091,0.98,0,365.0,0,0.04,0
12,0,0,1,0,0,0,0,4.271111875589063,2,0,0,0,0,0,0,2,0.57,0.0,0,365.0,0,0.007,0
21,5,1,1,0,0,0,0,2.488282123086803,4,0,0,0,0,0,0,0,0.391,0.0,1,168.7,0,0.035,0
10,0,0,1,0,0,0,0,6.211962260116445,1,0,0,0,0,0,2,1,0.842,0.324,1,284.2,0,0.048,0
19,3,0,1,0,0,0,0,2.2810994007883254,2,0,2,337.2667494369278,0,9.324063639870591,1,0,0.022,0.0,1,267.9,0,0.048,0
19,2,0,1,0,0,0,0,3.306365388645154,2,0,0,0,0,0,2,0,0.369,0.956,1,225.8,0,0.026,0
16,0,0,1,0,0,0,0,-0.0311071002884713,5,0,1,208.60008287927806,0,1.2094167030127418,1,0,0.843,0.529,0,365.0,0,0.044,0
19,3,3,1,0,0,0,0,5.443739690196412,2,0,0,0,0,0,3,1,0.353,0.347,1,17.5,0,0.011,0
5,4,1,1,0,0,0,0,6.517301130277715,2,0,0,0,0,0,2,0,0.123,0.631,0,365.0,0,0.041,0
11,5,3,1,0,0,0,0,3.227696358021814,3,0,0,0,0,0,0,0,0.458,0.355,0,365.0,0,0.01,0
11,1,0,1,0,0,0,0,4.103454007918311,1,0,0,0,0,0,3,1,0.667,0.0,0,365.0,0,0.009,0
4,4,0,1,0,0,0,0,2.4492779538268907,2,0,0,0,0,0,1,1,0.359,0.935,0,365.0,0,0.025,0
6,0,0,1,0,0,0,0,3.594753628328659,2,0,0,0,0,0,0,0,0.312,0.996,0,365.0,0,0.04,0
18,0,4.748254673925884,1,0,0,0,1,-1.1807915672307694,30,5,0,0,0,0,1,2,0.435,0.31,1,80.2,0,0.016,1
5,4,1,1,0,0,0,0,2.8230823244313674,2,1,0,0,0,0,0,0,0.573,0.349,0,365.0,0,0.003,0
16,4,0,1,0,0,0,0,0.2575741334184203,1,0,0,0,0,0,0,2,0.863,0.407,0,365.0,0,0.022,0
10,5,1,1,0,0,0,0,4.769768763251074,4,0,1,127.19006075663154,0,9.698124969320999,1,1,0.761,0.0,1,33.6,0,0.015,0
8,1,0,1,0,0,0,0,1.5918113624602857,2,0,1,18.89302217549232,0,3.6451237387998185,0,0,0.759,0.0,0,365.0,0,0.018,0
18,2,0,1,0,0,0,0,-0.12150694772191883,2,0,1,169.1258314134077,0,8.151739571100558,0,0,0.216,0.315,1,235.8,0,0.044,0
11,0,0,1,0,0,0,0,0.27891346297486397,5,0,0,0,0,0,0,0,0.027,0.476,1,69.2,0,0.012,0
8,0,0,1,0,0,0,0,5.550936963972236,5,0,2,58.7797880806604,0,13.669881257809891,0,0,0.107,0.107,1,277.9,0,0.019,0
0,1,0,1,0,0,0,0,-0.5819144081210874,1,0,0,0,0,0,3,2,0.857,0.0,1,65.4,0,0.038,0
16,5,0,1,0,0,0,0,5.213980452981726,1,0,2,213.57479553948914,0,2.2265339741053394,2,0,0.294,0.801,0,365.0,0,0.018,0
18,1,0,1,0,0,0,0,6.014136230457045,3,0,1,190.94918603521353,0,4.204549364651568,2,1,0.049,0.476,1,34.7,0,0.04,0
16,1,1,1,0,1,0,0,1.5977560938219977,3,0,2,67.77368590060627,0,10.393244550393788,0,1,0.657,0.0,1,23.1,0,0.004,0
13,6,0,1,0,0,0,0,4.947861912233154,3,0,0,0,0,0,1,1,0.065,0.0,1,144.6,0,0.038,0
14,4,1,1,0,0,0,0,1.8083073830706207,3,0,0,0,0,0,1,1,0.882,0.456,1,96.1,0,0.019,0
21,2,1,1,0,0,0,0,1.3939355795593622,2,0,0,0,0,0,1,0,0.072,0.836,1,355.8,0,0.019,0
20,4,3,1,0,0,0,0,2.165017407301585,3,0,0,0,0,0,1,0,0.189,0.0,1,152.5,0,0.003,0
15,6,0,1,0,0,0,0,3.821469810207854,3,0,3,249.09444057261095,0,13.497558921148531,1,0,0.062,0.514,1,132.2,0,0.003,0
9,5,0,1,0,0,0,0,5.965498396710914,2,0,0,0,0,0,1,1,0.763,0.713,0,365.0,0,0.018,0
9,0,2.75666172811637,1,0,0,0,0,-1.4814854115992293,200,10,0,0,0,0,5,1,0.612,0.335,0,365.0,0,0.177,1
6,3,0,1,0,0,0,0,6.44758874447172,4,0,1,178.0584729381032,0,13.408409558798834,1,0,0.166,0.867,1,103.8,0,0.037,0
3,4,3,1,0,0,0,0,4.633574873333252,4,0,0,0,0,0,1,2,0.017,0.113,1,231.0,0,0.014,0
22,2,3.060998241870448,1,0,0,1,0,-0.06563776983701719,10,5,0,0,0,0,2,0,0.66,0.652,1,288.5,0,0.114,1
15,3,0,1,0,0,0,0,4.5034095489613275,1,0,0,0,0,0,0,1,0.193,0.435,0,365.0,0,0.011,0
18,2,0,1,0,0,0,0,5.984210952748154,3,0,0,0,0,0,1,0,0.371,0.871,0,365.0,0,0.046,0
13,2,2,1,0,0,0,0,5.038097745348152,4,0,0,0,0,0,3,1,0.834,0.0,1,157.9,0,0.043,0
18,1,0,1,0,0,0,0,2.937358116187517,3,0,1,24.583300854442037,0,4.677263888993144,0,0,0.118,0.57,0,365.0,0,0.01,0
16,4,0,1,0,0,0,0,3.7276121652851995,3,0,0,0,0,0,0,0,0.869,0.0,1,149.0,0,0.031,0
8,3,0,1,0,0,0,0,6.8320424415470695,2,0,0,0,0,0,2,2,0.332,0.382,0,365.0,0,0.027,0
16,4,0,1,0,0,0,0,-0.1427373655275792,1,0,0,0,0,0,1,1,0.166,0.327,0,365.0,0,0.009,0
18,3,2,1,0,0,0,0,3.076725542385608,3,0,0,0,0,0,1,0,0.332,0.638,1,142.3,0,0.028,0
18,2,1,1,0,0,0,0,2.0991691647782993,4,0,2,44.2285636870178,0,11.617219323054453,1,2,0.6,0.312,0,365.0,0,0.032,0
11,1,2,1,0,0,0,0,5.948703166047884,3,0,0,0,0,0,0,0,0.268,0.678,1,106.2,0,0.001,0
19,4,0,1,0,0,0,0,4.308732629114041,6,0,0,0,0,0,0,2,0.709,0.616,1,325.6,0,0.028,0
9,0,0,1,0,0,0,0,-0.4248471464596255,4,0,1,121.22863065415658,0,0.8998526669364717,1,0,0.85,0.281,0,365.0,0,0.003,0
7,1,0,1,0,0,0,0,5.36191536912687,5,0,0,0,0,0,1,1,0.093,0.0,1,323.2,0,0.004,0
14,2,0,1,0,0,1,0,4.89936506209378,3,0,0,0,0,0,0,0,0.779,0.141,1,265.8,0,0.005,0
5,1,0,1,0,0,0,0,2.520137760573946,3,0,1,65.26447661218022,0,7.310952322313334,0,0,0.208,0.0,1,26.5,0,0.046,0
11,2,1,1,0,1,0,0,-0.870062151128419,4,0,1,308.8290482698338,0,4.655260517207788,0,1,0.732,0.0,0,365.0,0,0.035,0
6,2,0,1,0,0,0,0,6.635478522578007,4,0,0,0,0,0,1,0,0.879,0.653,1,280.3,0,0.01,0
18,4,1,1,0,0,0,0,6.345655707479668,3,0,1,182.01317407643776,0,10.842636430831272,1,1,0.758,0.0,0,365.0,0,0.004,0
11,4,0,1,0,0,0,0,5.784392121054358,1,0,0,0,0,0,1,1,0.882,0.47,1,228.0,1,0.002,0
8,2,0,1,0,0,0,0,2.0190456230319,2,0,2,57.43536142826176,0,13.307211705583681,1,1,0.804,0.0,0,365.0,0,0.008,0
12,3,3,1,0,0,0,0,1.6876827224427862,3,1,1,2.296695171877486,0,3.188819043798543,0,0,0.476,0.956,1,119.3,0,0.04,0
3,6,8.61088235643901,1,0,0,0,1,3.652265859376371,1,0,0,0,0,0,1,1,0.808,0.203,0,365.0,0,0.133,1
1,2,0,1,0,0,1,0,3.680188448254448,2,0,0,0,0,0,1,0,0.365,0.328,1,325.8,0,0.034,0
17,2,1,1,0,0,0,0,-0.6239958191684067,1,0,0,0,0,0,0,0,0.527,0.0,1,171.9,0,0.046,0
21,4,0,1,0,0,0,0,0.6726438534287231,3,0,1,266.3189426268206,0,12.15664920550394,0,1,0.287,0.124,1,233.0,0,0.034,0
7,3,1,1,0,0,0,0,6.167003831699198,1,0,1,28.608159623103976,0,6.654996672844019,0,1,0.287,0.557,1,219.8,0,0.012,0
14,2,1,1,0,0,0,0,1.026167202839181,2,0,0,0,0,0,2,1,0.281,0.0,1,137.1,0,0.04,0
15,4,1,1,0,0,0,0,-0.33577100194724174,5,0,0,0,0,0,3,2,0.547,0.0,1,48.9,0,0.02,0
18,3,0,1,0,0,0,0,4.75526097252574,4,0,0,0,0,0,1,0,0.717,0.423,1,49.8,0,0.021,0
10,3,0,1,0,0,0,0,2.8153269157592415,6,0,0,0,0,0,0,1,0.399,0.688,1,303.2,0,0.03,0
13,1,0,1,0,0,0,0,2.118632570596721,2,0,0,0,0,0,1,2,0.499,0.563,1,72.8,0,0.014,0
